0.954809157    0.001024449    0.011422348    0.175336973    -0.961283570    0.031913086    -0.002450348    0.106051823    0.013242300
0.954806464    0.001027270    0.011422442    0.175337238    -0.961282121    0.031994503    -0.001902997    0.106052088    0.013243749
0.954804376    0.001029456    0.011422531    0.175337515    -0.961280985    0.032056588    -0.001353121    0.106052365    0.013244885
0.954802897    0.001031005    0.011422617    0.175337817    -0.961280160    0.032099262    -0.000801402    0.106052667    0.013245710
0.954802028    0.001031915    0.011422702    0.175338153    -0.961279647    0.032122470    -0.000248524    0.106053003    0.013246223
0.954801772    0.001032185    0.011422788    0.175338535    -0.961279444    0.032126184    0.000304825    0.106053385    0.013246426
0.954802127    0.001031814    0.011422879    0.175338974    -0.961279549    0.032110395    0.000857959    0.106053824    0.013246321
0.954803095    0.001030802    0.011422975    0.175339481    -0.961279960    0.032075123    0.001410191    0.106054331    0.013245910
0.954804675    0.001029151    0.011423080    0.175340066    -0.961280675    0.032020408    0.001960836    0.106054916    0.013245195
0.954806863    0.001026863    0.011423196    0.175340740    -0.961281690    0.031946319    0.002509209    0.106055590    0.013244180
0.954809659    0.001023941    0.011423326    0.175341514    -0.961283003    0.031852944    0.003054629    0.106056364    0.013242867
0.954813059    0.001020387    0.011423471    0.175342398    -0.961284611    0.031740398    0.003596419    0.106057247    0.013241260
0.954817059    0.001016207    0.011423633    0.175343402    -0.961286508    0.031608819    0.004133905    0.106058252    0.013239362
0.954821653    0.001011404    0.011423816    0.175344537    -0.961288691    0.031458369    0.004666418    0.106059387    0.013237180
0.954826838    0.001005986    0.011424022    0.175345813    -0.961291155    0.031289232    0.005193297    0.106060662    0.013234716
0.954832606    0.000999959    0.011424252    0.175347239    -0.961293895    0.031101617    0.005713887    0.106062088    0.013231976
0.954838951    0.000993330    0.011424509    0.175348825    -0.961296905    0.030895755    0.006227539    0.106063675    0.013228965
0.954845864    0.000986107    0.011424794    0.175350581    -0.961300181    0.030671900    0.006733614    0.106065431    0.013225689
0.954853338    0.000978299    0.011425111    0.175352516    -0.961303715    0.030430329    0.007231484    0.106067366    0.013222155
